Date,Open,High,Low,Close,Adj Close,Volume,MACD,MACD_signal,RSI,SMA_20,EMA_20,ADX
2014-02-20,19.035356521606445,19.178571701049805,18.89285659790039,18.969642639160156,16.64851188659668,305858000,-0.07737239303891386,-0.25042194542533064,48.06856642338841,18.78442840576172,19.029094271075678,25.83871913106844
2014-02-21,19.028213500976562,19.091785430908203,18.735713958740234,18.758928298950195,16.463579177856445,278784800,-0.0933167477311585,-0.2190009058864962,44.68430978665296,18.72919626235962,19.003364178492298,24.78477229189224
2014-02-24,18.683929443359375,18.92571449279785,18.65785789489746,18.8410701751709,16.535675048828125,288909600,-0.098192696492589,-0.19483926400771476,46.2723275467207,18.696124744415282,18.987907606747402,23.99330472374934
2014-02-25,18.906429290771484,18.9132137298584,18.60714340209961,18.645000457763672,16.363588333129883,231952000,-0.1165347683183029,-0.17917836486983238,43.092256358713335,18.64533910751343,18.955249783034667,23.38323622472212
2014-02-26,18.70035743713379,18.75,18.41428565979004,18.47678565979004,16.215959548950195,276217200,-0.14299615014753186,-0.17194192192537228,40.51939264282108,18.664714050292968,18.909681771297084,23.27937230968109
2014-02-27,18.46928596496582,18.885000228881836,18.430356979370117,18.84535789489746,16.539432525634766,301882000,-0.1326966425106093,-0.16409286604241968,47.86444135415071,18.712785530090333,18.903555687830455,22.707441169933126
2014-02-28,18.895713806152344,19.02678680419922,18.64714241027832,18.794286727905273,16.49461555480957,371968800,-0.1271890684524486,-0.15671210652442547,46.99839691129057,18.760035610198976,18.89314912021853,21.69749182690464
2014-03-03,18.693571090698242,18.951786041259766,18.671785354614258,18.84857177734375,16.542253494262695,238781200,-0.11709413818441305,-0.14878851285642297,48.07387663024909,18.808535671234132,18.888903658992362,20.759681722663903
2014-03-04,18.96428680419922,19.022857666015625,18.848928451538086,18.972856521606445,16.651334762573242,259140000,-0.09793614611659862,-0.1386180395084581,50.54798913450341,18.861589241027833,18.896899169717514,19.63523722115218
2014-03-05,18.961429595947266,19.09821319580078,18.897499084472656,19.01285743713379,16.68644142150879,200062800,-0.07861928560981468,-0.12661828872872943,51.351405425025185,18.903678607940673,18.90794281423335,18.321072110361644
