Date,Open,High,Low,Close,Adj Close,Volume,MACD,MACD_signal,RSI,SMA_20,EMA_20,ADX
2014-04-08,18.756786346435547,18.790000915527344,18.524999618530273,18.694286346435547,16.406845092773438,243888400,0.020951460788129594,0.09500372822887353,39.309912007376596,19.070821380615236,19.036339180782267,16.657875531039426
2014-04-09,18.665714263916016,18.94607162475586,18.643571853637695,18.940000534057617,16.62249183654785,206169600,0.012884046878617994,0.07857979195882242,47.166344427901045,19.059589290618895,19.027164071570397,16.480216538438178
2014-04-10,18.952856063842773,19.00857162475586,18.684642791748047,18.695714950561523,16.408100128173828,239652000,-0.013070572353633736,0.060249719096331186,41.42489764529066,19.046785736083983,18.99559748861717,16.00239968193242
2014-04-11,18.53571319580078,18.672500610351562,18.46928596496582,18.5575008392334,16.286802291870117,271717600,-0.044282062714440684,0.03934336273417681,38.564563460568245,19.037714290618897,18.95387399819967,16.361669276771686
2014-04-14,18.639286041259766,18.648571014404297,18.471786499023438,18.63142967224121,16.351688385009766,205674000,-0.062333413922829095,0.019008007402775626,40.91463666872398,19.028678607940673,18.923165014775055,16.695276757693858
2014-04-15,18.581071853637695,18.6299991607666,18.26178550720215,18.498571395874023,16.235082626342773,266490000,-0.08636423917894831,-0.0020664419135691626,38.094415285169006,19.004678630828856,18.88272752726067,17.701785446171534
2014-04-16,18.501785278320312,18.6103572845459,18.36214256286621,18.53607177734375,16.268001556396484,214765600,-0.10121611754807702,-0.021896377040470736,39.36487395733587,18.982803630828858,18.84971269393525,18.636400656900804
2014-04-17,18.571428298950195,18.84857177734375,18.542856216430664,18.74785614013672,16.45386505126953,284334400,-0.09480426547717968,-0.036477954727812525,46.09333944603108,18.9760892868042,18.84001206976396,18.198388705904428
2014-04-21,18.762142181396484,19.0049991607666,18.71285629272461,18.97035789489746,16.649141311645508,182548800,-0.07095091643243379,-0.04337254706873678,52.10637395856011,18.973053646087646,18.852425957871915,17.068735137338916
2014-04-22,18.868213653564453,18.993928909301758,18.803571701049805,18.989286422729492,16.665754318237305,202563200,-0.04994386961667274,-0.04468681157832397,52.590860173404344,18.959678649902344,18.86546028785835,16.01977110938523
2014-04-23,18.895000457763672,18.968929290771484,18.730356216430664,18.741071701049805,16.44791603088379,394940000,-0.052716800825308496,-0.04629280942772088,46.01704070240643,18.92353582382202,18.853613755781346,15.370374444280314
2014-04-24,20.293214797973633,20.35714340209961,20.026071548461914,20.27750015258789,17.796337127685547,759911600,0.06827552898663924,-0.023379141744848852,70.55346230590581,18.973517990112306,18.989221984048637,17.499978325383022
2014-04-25,20.161785125732422,20.428213119506836,20.141429901123047,20.426429748535156,17.92704963684082,390275200,0.17417244428254364,0.016131175460629647,71.88732188127165,19.03508949279785,19.126098913999733,19.579920540713495
2014-04-28,20.457143783569336,21.27678680419922,20.448213577270508,21.217500686645508,18.62132453918457,669485600,0.3182606157820693,0.07655706352491759,77.67269401127909,19.1372859954834,19.32528003520409,22.471227617130427
2014-04-29,21.204999923706055,21.28499984741211,21.05392837524414,21.15464210510254,18.56615447998047,337377600,0.42250894745169276,0.14574744031027262,76.32853746967254,19.236553764343263,19.499504994242038,25.163479717737363
2014-04-30,21.165714263916016,21.408214569091797,21.064285278320312,21.074642181396484,18.495943069458008,456640800,0.49298831370688134,0.21519561498959436,74.56006843843393,19.323053741455077,19.64951805968532,27.778869664793508
2014-05-01,21.14285659790039,21.242856979370117,20.941429138183594,21.124286651611328,18.53951072692871,244048000,0.5465493325996533,0.2814663585116062,74.94796815666015,19.41042881011963,19.78997221129732,29.72505958063377
2014-05-02,21.155000686645508,21.2214298248291,21.061071395874023,21.163570404052734,18.573989868164062,191514400,0.5854183580511467,0.3422567584195143,75.26930944991811,19.506482315063476,19.920791086797838,31.53223593105687
2014-05-05,21.07642936706543,21.46428680419922,21.071428298950195,21.46285629272461,18.83664894104004,287067200,0.6330745217257032,0.4004203110807521,77.62414792293436,19.629946613311766,20.067654439743244,33.49091655143058
2014-05-06,21.492856979370117,21.586071014404297,21.22892951965332,21.22892951965332,18.631349563598633,374564400,0.6445366222316977,0.4492435733109412,71.86423326506399,19.756625270843507,20.178252066401345,35.44175561696591
2014-05-07,21.258928298950195,21.331785202026367,20.9903564453125,21.15464210510254,18.56615447998047,282864400,0.6402456921542026,0.4874439970795935,70.08567354944148,19.879643058776857,20.271241593896697,36.25647977834259
2014-05-08,21.008928298950195,21.22892951965332,20.94285774230957,20.999643325805664,18.533058166503906,230297200,0.617223030159213,0.5133998036955174,66.39352553572233,19.982625198364257,20.340613187411837,36.821404062606305
2014-05-09,20.876428604125977,20.9375,20.726070404052734,20.91214370727539,18.455839157104492,291597600,0.5851714247799933,0.5277541279124126,64.33314609781604,20.09344663619995,20.39504466549408,36.4975840925067
2014-05-12,20.981786727905273,21.2021427154541,20.97857093811035,21.172500610351562,18.685606002807617,213208800,0.5741603595598441,0.537035374241899,67.55912590543163,20.22419662475586,20.46908808881384,36.66955617614393
2014-05-13,21.14285659790039,21.233570098876953,21.0964298248291,21.205713272094727,18.714921951293945,159737200,0.5616397617109214,0.5419562517357035,67.9572748376863,20.352910804748536,20.539242868173925,36.883112140613854
2014-05-14,21.158214569091797,21.33571434020996,21.13357162475586,21.20964241027832,18.718393325805664,166404000,0.5457431589013595,0.5427136331688347,68.00729927532352,20.48846435546875,20.60309044361244,37.259920496933226
2014-05-15,21.239286422729492,21.30714225769043,21.001428604125977,21.029285430908203,18.559221267700195,230846000,0.5126818089566356,0.5367072683263949,63.13490280115288,20.613125038146972,20.643680442402513,37.05586692928439
2014-05-16,21.022499084472656,21.340356826782227,20.907142639160156,21.339643478393555,18.833114624023438,276256400,0.5056944210904355,0.530504698879203,67.45581317007469,20.742714405059814,20.70996263630642,36.48014734274524
2014-05-19,21.35178565979004,21.690357208251953,21.333213806152344,21.592500686645508,19.0562801361084,317755200,0.5146280179094909,0.5273293626852606,70.49053077072868,20.873821544647218,20.79401387919586,36.64824826494811
2014-05-20,21.589643478393555,21.657142639160156,21.45464324951172,21.596786499023438,19.0600643157959,234836000,0.516104456086655,0.5250843813655395,70.54067375396563,21.004196548461913,20.870468414417534,36.804341978422194
